MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0078,2025-10,568.0,169.0,152.0,2.0,583.0
SP0079,2025-10,455.0,203.0,186.0,1.0,471.0
SP0080,2025-10,655.0,75.0,37.0,1.0,692.0
SP0081,2025-10,749.0,57.0,33.0,0.0,773.0
SP0082,2025-10,305.0,14.0,1.0,0.0,318.0
SP0083,2025-10,394.0,19.0,2.0,0.0,411.0
SP0084,2025-10,450.0,210.0,206.0,3.0,451.0
SP0085,2025-10,0.46,0.08,0.05,0.0,0.49
SP0086,2025-10,627.0,6.0,0.0,0.0,633.0
SP0087,2025-10,667.0,78.0,43.0,0.0,702.0
SP0088,2025-10,455.0,189.0,189.0,3.0,452.0
SP0089,2025-10,425.0,198.0,172.0,2.0,449.0
SP0090,2025-10,383.0,370.0,382.0,1.0,370.0
SP0091,2025-10,233.0,18.0,0.0,0.0,251.0
SP0092,2025-10,567.0,209.0,197.0,2.0,577.0
SP0093,2025-10,533.0,174.0,181.0,0.0,526.0
SP0094,2025-10,746.0,27.0,12.0,0.0,761.0
SP0095,2025-10,301.0,283.0,241.0,3.0,340.0
SP0096,2025-10,569.0,186.0,173.0,1.0,581.0
SP0097,2025-10,0.59,0.33,0.3,0.0,0.62
SP0098,2025-10,793.0,62.0,28.0,1.0,826.0
SP0099,2025-10,379.0,266.0,246.0,2.0,397.0
SP0100,2025-10,507.0,28.0,14.0,0.0,521.0
SP0101,2025-10,448.0,198.0,196.0,1.0,449.0
SP0102,2025-10,596.0,35.0,19.0,0.0,612.0
SP0103,2025-10,502.0,333.0,338.0,1.0,496.0
SP0104,2025-10,469.0,258.0,256.0,1.0,470.0
SP0105,2025-10,794.0,41.0,14.0,0.0,821.0
SP0106,2025-10,486.0,396.0,360.0,6.0,516.0
SP0107,2025-10,0.45,0.38,0.34,0.0,0.48
SP0108,2025-10,210.0,166.0,144.0,1.0,231.0
SP0109,2025-10,656.0,54.0,25.0,0.0,685.0
SP0110,2025-10,0.55,0.23,0.21,0.0,0.57
SP0111,2025-10,569.0,63.0,33.0,1.0,598.0
SP0112,2025-10,481.0,317.0,322.0,3.0,473.0
SP0113,2025-10,382.0,187.0,161.0,1.0,407.0
SP0114,2025-10,429.0,273.0,243.0,4.0,455.0
SP0115,2025-10,599.0,348.0,314.0,3.0,630.0
SP0116,2025-10,245.0,396.0,371.0,0.0,270.0
SP0117,2025-10,315.0,418.0,429.0,2.0,302.0
SP0118,2025-10,407.0,415.0,430.0,2.0,390.0
SP0119,2025-10,577000.0,19000.0,0.0,0.0,596000.0
SP0120,2025-10,531.0,428.0,372.0,2.0,585.0
SP0121,2025-10,347.0,265.0,226.0,1.0,385.0
SP0122,2025-10,787.0,87.0,39.0,1.0,834.0
SP0123,2025-10,311.0,351.0,301.0,5.0,356.0
SP0124,2025-10,419.0,349.0,337.0,2.0,429.0
SP0125,2025-10,641.0,59.0,23.0,0.0,677.0
SP0126,2025-10,527.0,4.0,0.0,0.0,531.0
,2025-10,660.0,207.0,179.0,2.0,686.0
SP0128,2025-10,286.0,9.0,1.0,0.0,294.0
SP0129,2025-10,647.0,275.0,270.0,3.0,649.0
SP0130,2025-10,594.0,222.0,198.0,4.0,614.0
SP0131,2025-10,315.0,409.0,412.0,4.0,308.0
SP0132,2025-10,176.0,19.0,0.0,0.0,195.0
,2025-10,229.0,172.0,159.0,2.0,240.0
SP0134,2025-10,242.0,376.0,328.0,5.0,285.0
SP0135,2025-10,635.0,171.0,161.0,1.0,644.0
SP0136,2025-10,375.0,338.0,296.0,2.0,415.0
SP0137,2025-10,325.0,272.0,241.0,1.0,355.0
SP0138,2025-10,431.0,165.0,170.0,1.0,425.0
SP0139,2025-10,220.0,333.0,319.0,2.0,232.0
SP9505,2025-10,266.0,412.0,414.0,5.0,259.0
SP0141,2025-10,467.0,170.0,161.0,3.0,473.0
,2025-10,622.0,203.0,198.0,0.0,627.0
SP0143,2025-10,645.0,403.0,418.0,5.0,625.0
SP0144,2025-10,293.0,249.0,215.0,3.0,324.0
SP0145,2025-10,429.0,71.0,33.0,1.0,466.0
SP0146,2025-10,360.0,294.0,292.0,2.0,360.0
SP0147,2025-10,627.0,34.0,15.0,0.0,646.0
SP0148,2025-10,618.0,168.0,168.0,1.0,617.0
SP0149,2025-10,0.61,0.36,0.32,0.0,0.65
SP0150,2025-10,422.0,409.0,383.0,7.0,441.0
SP0151,2025-10,220.0,261.0,265.0,3.0,213.0
SP0152,2025-10,341.0,308.0,285.0,6.0,358.0
SP0153,2025-10,364.0,204.0,213.0,1.0,354.0
SP0154,2025-10,335.0,265.0,256.0,1.0,343.0
SP0155,2025-10,492.0,341.0,291.0,4.0,538.0
SP0156,2025-10,586.0,213.0,214.0,2.0,583.0
SP0157,2025-10,362.0,402.0,343.0,5.0,416.0
SP9509,2025-10,511000.0,432000.0,379000.0,2000.0,562000.0
SP0159,2025-10,399.0,425.0,406.0,1.0,417.0
SP0160,2025-10,969.0,31.0,12.0,0.0,988.0
SP0161,2025-10,432.0,428.0,441.0,6.0,413.0
SP0162,2025-10,518.0,86.0,49.0,1.0,554.0
SP0163,2025-10,156.0,169.0,152.0,2.0,171.0
SP0164,2025-10,0.33,0.41,0.41,0.0,0.33
SP0165,2025-10,661.0,69.0,31.0,0.0,699.0
SP0166,2025-10,248.0,19.0,0.0,0.0,267.0
SP0167,2025-10,519.0,172.0,176.0,1.0,514.0
SP0168,2025-10,499.0,369.0,368.0,2.0,498.0
SP0169,2025-10,606.0,73.0,43.0,0.0,636.0
SP0170,2025-10,533.0,58.0,19.0,1.0,571.0
SP0171,2025-10,496.0,212.0,183.0,2.0,523.0
SP0172,2025-10,527.0,390.0,353.0,1.0,563.0
SP0173,2025-10,643.0,212.0,204.0,2.0,649.0
SP0174,2025-10,666.0,342.0,328.0,1.0,679.0
SP0175,2025-10,333.0,386.0,357.0,1.0,361.0
SP0176,2025-10,496.0,203.0,187.0,2.0,510.0
SP0177,2025-10,547.0,204.0,178.0,1.0,572.0
SP0178,2025-10,0.76,0.07,0.03,0.0,0.79
SP0179,2025-10,478.0,337.0,312.0,3.0,500.0
SP0180,2025-10,593.0,387.0,378.0,0.0,602.0
SP0181,2025-10,828.0,87.0,27.0,0.0,888.0
SP0182,2025-10,581000.0,58000.0,28000.0,1000.0,610000.0
SP0183,2025-10,616.0,396.0,366.0,5.0,641.0
SP0184,2025-10,178.0,234.0,207.0,3.0,202.0
SP0185,2025-10,263.0,267.0,245.0,1.0,284.0
SP0186,2025-10,295.0,283.0,251.0,1.0,326.0
SP0187,2025-10,211.0,378.0,350.0,2.0,237.0
SP0188,2025-10,0.19,0.33,0.34,0.0,0.17
SP0189,2025-10,622.0,309.0,267.0,3.0,661.0
SP0190,2025-10,422.0,302.0,295.0,3.0,426.0
SP0191,2025-10,658.0,301.0,302.0,1.0,656.0
SP0192,2025-10,383.0,288.0,251.0,0.0,420.0
SP0193,2025-10,681000.0,298000.0,301000.0,3000.0,675000.0
SP0194,2025-10,356.0,403.0,404.0,4.0,351.0
,2025-10,146.0,240.0,230.0,3.0,153.0
SP0196,2025-10,0.86,0.04,0.01,0.0,0.88
SP0197,2025-10,702.0,180.0,160.0,0.0,722.0
SP0198,2025-10,741.0,30.0,16.0,0.0,755.0
SP0199,2025-10,794.0,85.0,30.0,1.0,848.0
SP0200,2025-10,390.0,181.0,178.0,0.0,393.0
SP0201,2025-10,218.0,271.0,248.0,0.0,241.0
SP0202,2025-10,582.0,175.0,180.0,0.0,577.0
SP0203,2025-10,298.0,330.0,296.0,0.0,332.0
SP0204,2025-10,590.0,86.0,28.0,0.0,648.0
SP0205,2025-10,334.0,434.0,380.0,0.0,388.0
SP0206,2025-10,440.0,251.0,263.0,1.0,427.0
SP0207,2025-10,618.0,213.0,209.0,1.0,621.0
SP0208,2025-10,338.0,325.0,312.0,4.0,347.0
SP0209,2025-10,0.45,0.38,0.4,0.0,0.42
SP0210,2025-10,0.15,0.39,0.35,0.0,0.19
SP0211,2025-10,396.0,265.0,229.0,2.0,430.0
SP0212,2025-10,329.0,0.0,0.0,0.0,329.0
SP0213,2025-10,545.0,349.0,360.0,3.0,531.0
SP0214,2025-10,360.0,238.0,223.0,1.0,374.0
SP0215,2025-10,161.0,357.0,324.0,6.0,188.0
SP0216,2025-10,439.0,171.0,170.0,1.0,439.0
SP0217,2025-10,290.0,234.0,207.0,3.0,314.0
SP0218,2025-10,467.0,227.0,227.0,1.0,466.0
SP0219,2025-10,513.0,337.0,306.0,3.0,541.0
SP0220,2025-10,413.0,368.0,323.0,2.0,456.0
SP0001,2025-11,535.0,31.0,16.0,0.0,550.0
SP0002,2025-11,588.0,400.0,376.0,1.0,611.0
SP0003,2025-11,585.0,395.0,368.0,3.0,609.0
SP0004,2025-11,213.0,17.0,0.0,0.0,230.0
SP0005,2025-11,492.0,314.0,273.0,5.0,528.0
SP0006,2025-11,737.0,481.0,431.0,1.0,786.0
SP0007,2025-11,491.0,363.0,331.0,3.0,520.0
SP0008,2025-11,663.0,315.0,296.0,2.0,680.0
SP0009,2025-11,581.0,371.0,329.0,2.0,621.0
SP0010,2025-11,252000.0,296000.0,251000.0,1000.0,296000.0
SP0011,2025-11,610.0,366.0,355.0,1.0,620.0
SP0012,2025-11,397.0,251.0,220.0,1.0,427.0
SP0013,2025-11,715.0,40.0,22.0,1.0,732.0
SP0014,2025-11,665.0,426.0,415.0,0.0,676.0
SP0015,2025-11,378.0,13.0,0.0,0.0,391.0
SP0016,2025-11,416.0,244.0,230.0,0.0,430.0
SP0017,2025-11,606.0,516.0,499.0,3.0,620.0
SP0018,2025-11,544.0,48.0,24.0,0.0,568.0
SP0019,2025-11,663.0,239.0,207.0,3.0,692.0
SP0020,2025-11,564.0,7.0,0.0,0.0,571.0
SP0021,2025-11,0.62,0.32,0.29,0.0,0.65
SP0022,2025-11,592.0,1.0,0.0,0.0,593.0
SP0023,2025-11,268.0,459.0,460.0,2.0,265.0
SP0024,2025-11,645.0,57.0,24.0,1.0,677.0
SP0025,2025-11,322.0,424.0,369.0,3.0,374.0
,2025-11,186.0,1.0,0.0,0.0,187.0
SP0027,2025-11,626.0,504.0,461.0,5.0,664.0
SP0028,2025-11,0.4,0.38,0.35,0.0,0.43
SP0029,2025-11,413.0,12.0,0.0,0.0,425.0
SP0030,2025-11,318.0,292.0,296.0,1.0,313.0
SP0031,2025-11,575.0,437.0,421.0,3.0,588.0
SP0032,2025-11,877.0,26.0,12.0,0.0,891.0
SP0033,2025-11,507.0,469.0,443.0,3.0,530.0
SP0034,2025-11,652.0,204.0,185.0,2.0,669.0
SP0035,2025-11,348.0,330.0,305.0,1.0,372.0
SP0036,2025-11,406.0,14.0,0.0,0.0,420.0
SP0037,2025-11,463.0,300.0,291.0,4.0,468.0
SP0038,2025-11,504.0,357.0,317.0,0.0,544.0
SP0039,2025-11,345.0,15.0,1.0,0.0,359.0
SP0040,2025-11,864000.0,31000.0,18000.0,0.0,877000.0
SP0041,2025-11,369.0,356.0,363.0,0.0,362.0
SP0042,2025-11,419.0,233.0,233.0,2.0,417.0
SP0043,2025-11,683.0,300.0,290.0,0.0,693.0
SP0044,2025-11,594.0,397.0,349.0,0.0,642.0
SP0045,2025-11,341.0,436.0,419.0,2.0,356.0
SP9500,2025-11,309.0,431.0,401.0,1.0,338.0
SP0047,2025-11,413.0,269.0,255.0,3.0,424.0
SP0048,2025-11,399.0,489.0,450.0,4.0,434.0
SP0049,2025-11,199.0,18.0,1.0,0.0,216.0
SP0050,2025-11,247.0,2.0,0.0,0.0,249.0
SP0051,2025-11,0.64,0.08,0.05,0.0,0.67
SP0052,2025-11,525.0,513.0,437.0,5.0,596.0
SP0053,2025-11,613.0,452.0,439.0,4.0,622.0
SP0054,2025-11,739.0,37.0,12.0,0.0,764.0
SP0055,2025-11,756.0,78.0,28.0,1.0,805.0
SP0056,2025-11,553.0,503.0,448.0,4.0,604.0
SP0057,2025-11,343.0,18.0,0.0,0.0,361.0
SP0058,2025-11,734.0,32.0,18.0,0.0,748.0
SP0059,2025-11,464.0,0.0,0.0,0.0,464.0
SP0060,2025-11,773000.0,93000.0,54000.0,0.0,812000.0
SP0061,2025-11,581.0,423.0,416.0,3.0,585.0
SP0062,2025-11,590.0,456.0,424.0,3.0,619.0
SP0063,2025-11,551.0,19.0,0.0,0.0,570.0
SP0064,2025-11,547.0,35.0,17.0,0.0,565.0
SP0065,2025-11,686.0,253.0,230.0,1.0,708.0
SP0066,2025-11,423.0,323.0,305.0,0.0,441.0
SP0067,2025-11,288.0,406.0,373.0,4.0,317.0
SP0068,2025-11,794.0,95.0,51.0,1.0,837.0
SP0069,2025-11,322000.0,6000.0,0.0,0.0,328000.0
SP0070,2025-11,255.0,221.0,228.0,2.0,246.0
SP0071,2025-11,738.0,485.0,474.0,2.0,747.0
SP0072,2025-11,488.0,469.0,403.0,1.0,553.0
SP0073,2025-11,339.0,14.0,1.0,0.0,352.0
SP0074,2025-11,744.0,61.0,30.0,0.0,775.0
SP0075,2025-11,623.0,29.0,13.0,0.0,639.0
SP0076,2025-11,301.0,315.0,304.0,2.0,310.0
SP0077,2025-11,313.0,453.0,465.0,5.0,296.0
SP0078,2025-11,583.0,462.0,472.0,2.0,571.0
SP0079,2025-11,471.0,461.0,472.0,4.0,456.0
SP0080,2025-11,692.0,86.0,37.0,1.0,740.0
SP0081,2025-11,773.0,50.0,19.0,0.0,804.0
SP0082,2025-11,318.0,4.0,0.0,0.0,322.0
SP0083,2025-11,411.0,17.0,1.0,0.0,427.0
SP0084,2025-11,451.0,516.0,471.0,9.0,487.0
SP0085,2025-11,489.0,66.0,37.0,1.0,517.0
SP0086,2025-11,633.0,16.0,0.0,0.0,649.0
SP0087,2025-11,702.0,29.0,13.0,0.0,718.0
SP0088,2025-11,452.0,335.0,334.0,6.0,447.0
SP0089,2025-11,449.0,297.0,299.0,1.0,446.0
SP0090,2025-11,370.0,432.0,371.0,2.0,429.0
SP0091,2025-11,251.0,0.0,0.0,0.0,251.0
SP0092,2025-11,577.0,373.0,352.0,2.0,596.0
SP0093,2025-11,526.0,420.0,439.0,1.0,506.0
SP0094,2025-11,761.0,43.0,17.0,1.0,786.0
SP0095,2025-11,340.0,252.0,235.0,2.0,355.0
SP0096,2025-11,581.0,478.0,453.0,4.0,602.0
SP0097,2025-11,0.62,0.27,0.24,0.0,0.64
SP0098,2025-11,826.0,80.0,27.0,1.0,878.0
SP0099,2025-11,397.0,337.0,346.0,3.0,385.0
SP0100,2025-11,521.0,56.0,23.0,0.0,554.0
SP0101,2025-11,449.0,410.0,371.0,1.0,487.0
SP0102,2025-11,612.0,82.0,38.0,0.0,656.0
SP0103,2025-11,496.0,463.0,438.0,6.0,515.0
SP9502,2025-11,470.0,280.0,257.0,1.0,492.0
SP0105,2025-11,821.0,78.0,33.0,1.0,865.0
SP0106,2025-11,516.0,229.0,222.0,2.0,521.0
SP0107,2025-11,485.0,318.0,330.0,1.0,472.0
SP0108,2025-11,231.0,501.0,452.0,3.0,277.0
SP0109,2025-11,685.0,102.0,43.0,0.0,744.0
SP0110,2025-11,572.0,443.0,450.0,1.0,564.0
SP0111,2025-11,598.0,37.0,17.0,0.0,618.0
SP0112,2025-11,473.0,405.0,420.0,5.0,453.0
SP0113,2025-11,407.0,419.0,378.0,6.0,442.0
SP0114,2025-11,455.0,201.0,176.0,2.0,478.0
SP0115,2025-11,630.0,395.0,413.0,2.0,610.0
SP0116,2025-11,270.0,244.0,220.0,1.0,293.0
SP0117,2025-11,302.0,306.0,299.0,1.0,308.0
SP9508,2025-11,390.0,350.0,365.0,4.0,371.0
SP0119,2025-11,0.6,0.0,0.0,0.0,0.6
SP0120,2025-11,585.0,449.0,411.0,3.0,620.0
SP0121,2025-11,385.0,351.0,321.0,3.0,412.0
SP0122,2025-11,834.0,59.0,21.0,0.0,872.0
SP0123,2025-11,356.0,294.0,256.0,3.0,391.0
SP0124,2025-11,429.0,221.0,206.0,4.0,440.0
SP0125,2025-11,677.0,48.0,20.0,1.0,704.0
SP0126,2025-11,531.0,8.0,0.0,0.0,539.0
SP0127,2025-11,686.0,232.0,208.0,2.0,708.0
SP0128,2025-11,294.0,9.0,1.0,0.0,302.0
SP0129,2025-11,649.0,468.0,412.0,7.0,698.0
SP0130,2025-11,614.0,390.0,376.0,5.0,623.0
SP0131,2025-11,308.0,230.0,196.0,1.0,341.0
SP0132,2025-11,195.0,10.0,0.0,0.0,205.0
SP0133,2025-11,240.0,386.0,390.0,5.0,231.0
SP0134,2025-11,285.0,197.0,176.0,1.0,305.0
SP0135,2025-11,644.0,507.0,522.0,2.0,627.0
SP0136,2025-11,415.0,455.0,406.0,2.0,462.0
SP0137,2025-11,355000.0,357000.0,359000.0,1000.0,352000.0
SP0138,2025-11,425.0,395.0,357.0,3.0,460.0
SP0139,2025-11,232.0,407.0,353.0,5.0,281.0
SP0140,2025-11,259.0,404.0,357.0,5.0,301.0
SP0141,2025-11,473.0,361.0,310.0,6.0,518.0
SP0142,2025-11,627.0,432.0,424.0,2.0,633.0
SP0143,2025-11,625.0,278.0,275.0,3.0,625.0
SP9509,2025-11,324.0,389.0,366.0,4.0,343.0
SP0145,2025-11,466.0,65.0,34.0,0.0,497.0
SP0146,2025-11,360.0,255.0,229.0,4.0,382.0
SP0147,2025-11,646.0,101.0,52.0,1.0,694.0
SP0148,2025-11,617.0,285.0,263.0,3.0,636.0
SP0149,2025-11,647.0,434.0,433.0,1.0,647.0
SP0150,2025-11,441.0,216.0,199.0,2.0,456.0
SP0151,2025-11,213.0,502.0,503.0,6.0,206.0
SP0152,2025-11,358.0,493.0,488.0,8.0,355.0
SP0153,2025-11,354.0,395.0,344.0,3.0,402.0
SP0154,2025-11,343.0,279.0,263.0,1.0,358.0
SP0155,2025-11,538.0,485.0,478.0,8.0,537.0
SP0156,2025-11,583.0,283.0,255.0,4.0,607.0
SP0157,2025-11,416.0,287.0,258.0,3.0,442.0
SP0158,2025-11,562.0,335.0,336.0,2.0,559.0
SP0159,2025-11,417000.0,289000.0,268000.0,1000.0,437000.0
SP0160,2025-11,988.0,52.0,23.0,1.0,1016.0
SP0161,2025-11,413.0,235.0,244.0,3.0,401.0
SP0162,2025-11,554.0,95.0,56.0,1.0,592.0
SP0163,2025-11,171.0,362.0,342.0,2.0,189.0
SP0164,2025-11,329.0,264.0,267.0,0.0,326.0
SP0165,2025-11,699.0,53.0,19.0,0.0,733.0
SP0166,2025-11,267.0,16.0,1.0,0.0,282.0
SP0167,2025-11,514.0,432.0,448.0,3.0,495.0
SP0168,2025-11,498.0,256.0,245.0,1.0,508.0
SP0169,2025-11,636.0,89.0,30.0,0.0,695.0
SP0170,2025-11,571.0,103.0,49.0,1.0,624.0
SP0171,2025-11,523.0,273.0,277.0,2.0,517.0
SP0172,2025-11,563.0,248.0,229.0,1.0,581.0
SP0173,2025-11,649.0,518.0,451.0,6.0,710.0
SP0174,2025-11,679.0,407.0,426.0,1.0,659.0
SP0175,2025-11,361.0,366.0,312.0,2.0,413.0
SP0176,2025-11,510.0,439.0,415.0,4.0,530.0
SP0177,2025-11,572.0,235.0,206.0,4.0,597.0
SP0178,2025-11,794.0,27.0,14.0,0.0,807.0
SP0179,2025-11,500.0,284.0,282.0,3.0,499.0
SP0180,2025-11,602.0,209.0,194.0,1.0,616.0
SP0181,2025-11,888.0,31.0,14.0,0.0,905.0
SP0182,2025-11,0.61,0.08,0.04,0.0,0.64
SP0183,2025-11,641.0,260.0,224.0,3.0,674.0
SP0184,2025-11,202000.0,324000.0,294000.0,2000.0,230000.0
SP0185,2025-11,284.0,320.0,296.0,1.0,307.0
SP0186,2025-11,326.0,507.0,491.0,2.0,340.0
SP0187,2025-11,237.0,199.0,171.0,3.0,262.0
SP0188,2025-11,171.0,316.0,314.0,6.0,167.0
SP0189,2025-11,0.66,0.27,0.26,0.0,0.66
SP0190,2025-11,426.0,321.0,319.0,1.0,427.0
SP0191,2025-11,656.0,490.0,510.0,4.0,632.0
SP0192,2025-11,420.0,385.0,383.0,1.0,421.0
SP0193,2025-11,675.0,512.0,523.0,7.0,657.0
SP0194,2025-11,351000.0,491000.0,458000.0,6000.0,378000.0
SP0195,2025-11,153.0,371.0,333.0,5.0,186.0
SP0196,2025-11,883.0,50.0,24.0,1.0,908.0
SP0197,2025-11,722.0,491.0,422.0,2.0,789.0
SP0198,2025-11,755.0,33.0,13.0,0.0,775.0
SP0199,2025-11,848.0,101.0,52.0,2.0,895.0
SP0200,2025-11,393.0,257.0,245.0,1.0,404.0
SP0201,2025-11,241.0,215.0,189.0,0.0,267.0
SP0202,2025-11,0.58,0.36,0.31,0.0,0.63
SP0203,2025-11,332.0,511.0,440.0,2.0,401.0
SP0204,2025-11,648.0,90.0,37.0,0.0,701.0
SP0205,2025-11,388.0,326.0,286.0,0.0,428.0
SP0206,2025-11,427.0,221.0,222.0,2.0,424.0
SP0207,2025-11,621.0,497.0,515.0,1.0,602.0
SP0208,2025-11,347.0,446.0,415.0,3.0,375.0
SP0209,2025-11,424000.0,291000.0,250000.0,2000.0,463000.0
SP0210,2025-11,186.0,372.0,341.0,2.0,215.0
SP0211,2025-11,430.0,513.0,446.0,4.0,493.0
SP0212,2025-11,329.0,12.0,0.0,0.0,341.0
SP0213,2025-11,531.0,442.0,408.0,4.0,561.0
SP0214,2025-11,374.0,457.0,473.0,4.0,354.0
SP0215,2025-11,188.0,370.0,340.0,7.0,211.0
SP0216,2025-11,439.0,315.0,270.0,5.0,479.0
SP0217,2025-11,314.0,202.0,194.0,2.0,320.0
SP0218,2025-11,466.0,369.0,350.0,5.0,480.0
SP0219,2025-11,541000.0,361000.0,336000.0,3000.0,563000.0
SP0220,2025-11,456.0,518.0,535.0,4.0,435.0
SP0001,2025-12,550.0,77.0,38.0,0.0,589.0
SP0002,2025-12,611.0,348.0,339.0,1.0,619.0
SP0003,2025-12,609.0,240.0,235.0,2.0,612.0
SP0004,2025-12,0.23,0.01,0.0,0.0,0.24
SP0005,2025-12,528.0,558.0,556.0,5.0,525.0
SP0006,2025-12,786.0,272.0,240.0,1.0,817.0
SP0007,2025-12,520.0,252.0,227.0,2.0,543.0
SP0008,2025-12,680.0,254.0,258.0,0.0,676.0
SP0009,2025-12,621.0,535.0,548.0,2.0,606.0
SP0010,2025-12,296.0,247.0,250.0,0.0,293.0
SP0011,2025-12,620.0,385.0,395.0,3.0,607.0
SP0012,2025-12,0.43,0.29,0.3,0.0,0.42
SP0013,2025-12,732.0,58.0,22.0,0.0,768.0
SP0014,2025-12,676.0,232.0,212.0,0.0,696.0
SP0015,2025-12,391.0,5.0,0.0,0.0,396.0
SP9501,2025-12,430.0,576.0,507.0,1.0,498.0
SP0017,2025-12,620.0,475.0,471.0,4.0,620.0
SP0018,2025-12,568.0,79.0,28.0,0.0,619.0
SP0019,2025-12,692.0,303.0,266.0,2.0,727.0
SP0020,2025-12,571.0,18.0,2.0,0.0,587.0
SP9508,2025-12,646.0,502.0,452.0,4.0,692.0
SP0022,2025-12,593.0,2.0,0.0,0.0,595.0
SP0023,2025-12,265.0,369.0,316.0,2.0,316.0
SP0024,2025-12,677.0,74.0,29.0,0.0,722.0
SP0025,2025-12,374.0,580.0,599.0,2.0,353.0
SP0026,2025-12,187.0,3.0,0.0,0.0,190.0
SP0027,2025-12,664.0,387.0,378.0,1.0,672.0
SP0028,2025-12,428.0,295.0,257.0,3.0,463.0
SP0029,2025-12,425000.0,19000.0,2000.0,0.0,442000.0
SP0030,2025-12,313.0,453.0,407.0,1.0,358.0
SP0031,2025-12,588.0,545.0,489.0,2.0,642.0
SP0032,2025-12,891.0,96.0,53.0,1.0,933.0
SP0033,2025-12,530.0,246.0,236.0,4.0,536.0
SP0034,2025-12,669.0,383.0,353.0,1.0,698.0
SP0035,2025-12,372.0,285.0,294.0,1.0,362.0
SP0036,2025-12,420.0,9.0,1.0,0.0,428.0
SP0037,2025-12,0.47,0.62,0.54,0.0,0.54
SP0038,2025-12,544.0,447.0,443.0,2.0,546.0
SP0039,2025-12,0.36,0.01,0.0,0.0,0.37
SP0040,2025-12,877.0,33.0,14.0,0.0,896.0
SP0041,2025-12,362.0,578.0,591.0,2.0,347.0
SP0042,2025-12,417.0,249.0,218.0,1.0,447.0
SP0043,2025-12,693.0,266.0,276.0,1.0,682.0
SP0044,2025-12,642.0,397.0,392.0,1.0,646.0
SP0045,2025-12,356.0,565.0,516.0,6.0,399.0
SP0046,2025-12,338.0,475.0,459.0,3.0,351.0
SP0047,2025-12,424.0,421.0,439.0,5.0,401.0
SP0048,2025-12,434.0,367.0,333.0,1.0,467.0
SP0049,2025-12,216.0,12.0,0.0,0.0,228.0
SP0050,2025-12,249.0,3.0,0.0,0.0,252.0
SP0051,2025-12,672.0,33.0,17.0,0.0,688.0
SP0052,2025-12,596000.0,490000.0,509000.0,4000.0,573000.0
SP0053,2025-12,622.0,348.0,361.0,6.0,603.0
SP0054,2025-12,764.0,123.0,52.0,2.0,833.0
SP0055,2025-12,805.0,32.0,16.0,1.0,820.0
SP0056,2025-12,604.0,369.0,324.0,3.0,646.0
SP0057,2025-12,361.0,2.0,0.0,0.0,363.0
SP0058,2025-12,748.0,114.0,57.0,1.0,804.0
SP0059,2025-12,464.0,16.0,0.0,0.0,480.0
SP0060,2025-12,812.0,84.0,29.0,0.0,867.0
SP0061,2025-12,585.0,354.0,338.0,5.0,596.0
SP0062,2025-12,619.0,614.0,534.0,12.0,687.0
SP0063,2025-12,570.0,13.0,0.0,0.0,583.0
SP0064,2025-12,565.0,58.0,23.0,1.0,599.0
SP0065,2025-12,708.0,293.0,258.0,0.0,743.0
SP0066,2025-12,441.0,340.0,309.0,0.0,472.0
SP0067,2025-12,317.0,366.0,312.0,2.0,369.0
SP9507,2025-12,837.0,44.0,21.0,0.0,860.0
SP0069,2025-12,328.0,18.0,1.0,0.0,345.0
SP0070,2025-12,246.0,470.0,423.0,4.0,289.0
SP0071,2025-12,747.0,385.0,398.0,0.0,734.0
SP0072,2025-12,553.0,540.0,555.0,2.0,536.0
SP0073,2025-12,352.0,16.0,0.0,0.0,368.0
SP0074,2025-12,775.0,81.0,41.0,0.0,815.0
SP0075,2025-12,639.0,107.0,55.0,0.0,691.0
SP0076,2025-12,310.0,356.0,313.0,1.0,352.0
SP0077,2025-12,296.0,308.0,273.0,5.0,326.0
SP0078,2025-12,571.0,579.0,564.0,3.0,583.0
,2025-12,456.0,406.0,387.0,3.0,472.0
SP9505,2025-12,740.0,84.0,29.0,1.0,794.0
SP0081,2025-12,804.0,84.0,41.0,1.0,846.0
SP0082,2025-12,322.0,17.0,2.0,0.0,337.0
SP0083,2025-12,0.43,0.0,0.0,0.0,0.43
SP0084,2025-12,487.0,519.0,529.0,4.0,473.0
SP0085,2025-12,517.0,110.0,50.0,1.0,576.0
SP0086,2025-12,649.0,14.0,1.0,0.0,662.0
SP0087,2025-12,718.0,92.0,43.0,1.0,766.0
SP9507,2025-12,447.0,445.0,417.0,4.0,471.0
SP0089,2025-12,446.0,497.0,504.0,7.0,432.0
SP0090,2025-12,429.0,364.0,370.0,2.0,421.0
SP0091,2025-12,251.0,15.0,1.0,0.0,265.0
SP0092,2025-12,596.0,249.0,236.0,2.0,607.0
SP9501,2025-12,0.51,0.6,0.55,0.0,0.55
SP0094,2025-12,786.0,117.0,46.0,1.0,856.0
SP0095,2025-12,355.0,432.0,388.0,3.0,396.0
SP0096,2025-12,602.0,354.0,324.0,3.0,629.0
SP0097,2025-12,637.0,435.0,455.0,4.0,613.0
SP0098,2025-12,878.0,83.0,32.0,1.0,928.0
SP0099,2025-12,385.0,594.0,595.0,5.0,379.0
SP0100,2025-12,554.0,117.0,39.0,2.0,630.0
