MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0016646,DH009171,SP0113,82,216000.0,0.1
CT0016647,DH009171,SP0204,131,1413000.0,0.1
CT0016648,DH009171,SP0117,232,42000.0,0.0
CT0016649,DH009171,SP0200,249,523000.0,0.0
CT0016650,DH009169,,3,281000.0,0.05
CT0016651,DH009169,SP0180,4,1328000.0,0.0
CT0016652,DH010319,SP0092,126,41900.0,0.1
CT0016653,DH010319,SP0205,272,373600.0,0.0
CT0016654,DH010319,SP0140,99,274800.0,0.1
CT0016655,DH010319,SP0169,285,981300.0,0.0
CT0016656,DH010319,SP0038,269,1237700.0,0.1
CT0016657,DH010319,SP0075,154,150100.0,0.05
CT0016658,DH010319,SP0050,147,613400.0,0.0
CT0016659,DH010478,SP0055,76,297000.0,0.0
CT0016660,DH010478,SP0099,276,254000.0,0.0
CT0016661,DH010478,SP0044,254,1422000.0,0.0
CT0016662,DH010478,SP0061,99,251000.0,0.0
CT0016663,DH010478,SP0148,186,47000.0,0.15
CT0016664,DH010478,,236,1403000.0,0.0
CT0016665,DH010478,SP0105,335,219000.0,0.0
CT0016666,DH010478,SP0184,250,293000.0,0.0
CT0016667,DH007152,SP0101,8,390300.0,0.15
CT0016668,DH007152,SP0132,1,434900.0,0.1
CT0016669,DH002167,SP0011,4,36000.0,0.0
CT0016670,DH002167,SP0101,8,375000.0,0.0
CT0016671,DH002167,SP0179,12,278000.0,0.1
CT0016672,DH006498,SP0154,1,25200.0,0.0
CT0016673,DH006498,SP0141,5,91200.0,0.0
CT0016674,DH006498,SP0038,4,1078700.0,0.05
CT0016675,DH005635,SP0217,175,291000.0,0.0
CT0016676,DH005635,SP0045,125,232000.0,0.0
CT0016677,DH005635,SP0140,241,295000.0,0.05
CT0016678,DH005635,SP0046,208,34000.0,0.0
CT0016679,DH005635,SP0158,329,185000.0,0.15
CT0016680,DH005635,SP0025,190,32000.0,0.0
CT0016681,DH005635,SP0113,75,216000.0,0.05
CT0016682,DH005635,SP0022,183,1403000.0,0.0
CT0016683,DH010660,SP0195,256,282000.0,0.05
CT0016684,DH010660,SP0176,58,172000.0,0.0
CT0016685,DH010660,SP0020,211,125000.0,0.0
CT0016686,DH006212,SP0017,2,39200.0,0.0
CT0016687,DH006212,SP0044,6,1134900.0,0.1
CT0016688,DH006212,SP0038,5,1281800.0,0.05
CT0016689,DH009092,SP0061,148,251000.0,0.1
CT0016690,DH009092,SP0135,271,1123000.0,0.0
CT0016691,DH009092,SP0118,206,242000.0,0.1
CT0016692,DH009092,SP0208,280,145000.0,0.15
CT0016693,DH009099,SP0196,7,172000.0,0.1
CT0016694,DH002607,SP0004,3,224000.0,0.0
CT0016695,DH002607,SP0180,1,1328000.0,0.1
CT0016696,DH002607,SP0033,2,128000.0,0.0
CT0016697,DH009369,SP0170,193,294000.0,0.0
CT0016698,DH009369,SP0188,105,191000.0,0.05
CT0016699,DH009369,SP0120,262,174000.0,0.0
CT0016700,DH009369,SP0181,96,852000.0,0.0
CT0016701,DH009369,SP0169,127,922000.0,0.0
CT0016702,DH004725,SP0193,1,150000.0,0.1
CT0016703,DH004725,SP0121,12,228000.0,0.0
CT0016704,DH008342,SP0032,1,253500.0,0.0
CT0016705,DH001107,SP0205,6,456700.0,0.1
CT0016706,DH001107,SP0002,9,30400.0,0.1
CT0016707,DH003823,SP0042,262,235400.0,0.0
CT0016708,DH003823,SP0104,236,1010100.0,0.05
CT0016709,DH003823,SP0031,240,47200.0,0.15
CT0016710,DH003823,SP0029,178,261400.0,0.15
CT0016711,DH003823,SP0007,263,222600.0,0.0
CT0016712,DH003823,SP0173,263,150200.0,0.0
CT0016713,DH003823,SP0077,196,159400.0,0.0
CT0016714,DH003343,SP0076,1,93000.0,0.0
CT0016715,DH011098,SP0021,247,46000.0,0.05
CT0016716,DH011098,SP0060,288,26000.0,0.1
CT0016717,DH011098,SP0209,86,146000.0,0.1
CT0016718,DH001154,SP0220,166,54000.0,0.0
CT0016719,DH001154,SP0174,257,855000.0,0.0
CT0016720,DH001154,SP0197,229,943000.0,0.15
CT0016721,DH001154,SP0170,142,294000.0,0.0
CT0016722,DH001154,SP0095,106,117000.0,0.0
CT0016723,DH000665,SP0193,12,120800.0,0.05
CT0016724,DH000665,SP0132,3,447000.0,0.1
CT0016725,DH009177,SP0094,6,187000.0,0.0
CT0016726,DH009177,SP0001,3,38000.0,0.0
CT0016727,DH003983,SP0026,200,118000.0,0.15
CT0016728,DH003983,SP0001,271,38000.0,0.0
CT0016729,DH003983,SP0133,153,255000.0,0.0
CT0016730,DH009612,SP0202,194,478000.0,0.0
CT0016731,DH009612,SP0213,94,31000.0,0.1
CT0016732,DH009612,SP0157,288,340000.0,0.15
CT0016733,DH007751,SP0050,143,786000.0,0.15
CT0016734,DH007751,SP0075,336,176000.0,0.0
CT0016735,DH007751,SP0105,220,219000.0,0.0
CT0016736,DH007751,SP0103,161,255000.0,0.0
CT0016737,DH007751,SP0043,253,252000.0,0.0
CT0016738,DH007751,SP0153,268,212000.0,0.1
CT0016739,DH007751,SP0116,201,714000.0,0.0
CT0016740,DH007751,SP0041,166,1377000.0,0.0
CT0016741,DH010667,SP0054,281,140100.0,0.0
CT0016742,DH010667,SP0077,219,157800.0,0.0
CT0016743,DH010667,SP0133,71,217800.0,0.0
CT0016744,DH010667,SP0191,113,51900.0,0.15
CT0016745,DH010667,SP0096,251,58100.0,0.0
CT0016746,DH010667,SP0208,205,112300.0,0.15
CT0016747,DH011770,SP0119,315,285000.0,0.0
CT0016748,DH011770,SP0041,188,1377000.0,0.05
CT0016749,DH011770,SP0153,168,212000.0,0.0
CT0016750,DH011770,SP0097,196,112000.0,0.1
CT0016751,DH011770,SP0176,85,172000.0,0.1
CT0016752,DH011770,SP0117,133,42000.0,0.1
CT0016753,DH011770,SP0199,56,165000.0,0.0
CT0016754,DH011770,SP0138,60,31000.0,0.05
CT0016755,DH010402,SP0014,270,790300.0,0.0
CT0016756,DH010402,SP0146,254,101700.0,0.0
CT0016757,DH010402,SP0164,79,961500.0,0.0
CT0016758,DH010402,SP0079,283,28400.0,0.0
CT0016759,DH006605,SP0184,1,293000.0,0.0
CT0016760,DH010179,SP9002,2,333000.0,0.0
CT0016761,DH010179,,4,763000.0,0.0
CT0016762,DH010179,SP0190,7,39000.0,0.0
CT0016763,DH006321,SP0154,9,31000.0,0.1
CT0016764,DH003428,SP0132,185,402500.0,0.05
CT0016765,DH003428,SP0077,173,203300.0,0.0
CT0016766,DH003428,SP0152,297,174300.0,0.0
CT0016767,DH003428,SP9014,274,180200.0,0.1
CT0016768,DH003428,SP0110,81,56800.0,0.0
CT0016769,DH003428,SP0107,225,279500.0,0.0
CT0016770,DH002871,SP0206,53,48000.0,0.0
CT0016771,DH002871,SP0208,99,145000.0,0.15
CT0016772,DH002871,SP0023,325,215000.0,0.15
CT0016773,DH002871,SP0047,281,194000.0,0.05
CT0016774,DH002871,SP0044,58,1422000.0,0.0
CT0016775,DH002871,SP0021,157,46000.0,0.1
CT0016776,DH002871,SP0154,64,31000.0,0.0
CT0016777,DH004526,,5,265000.0,0.15
CT0016778,DH009055,,7,572000.0,0.1
CT0016779,DH009055,SP0186,5,1126000.0,0.0
CT0016780,DH009055,SP0193,3,150000.0,0.15
CT0016781,DH010403,SP0184,2,293000.0,0.0
CT0016782,DH002290,SP0114,12,87400.0,0.1
CT0016783,DH002290,SP0004,1,175100.0,0.0
CT0016784,DH000401,SP0163,1,207000.0,0.0
CT0016785,DH011132,SP0105,2,219000.0,0.0
CT0016786,DH008048,SP0162,87,196000.0,0.0
CT0016787,DH008048,SP0143,132,174000.0,0.0
CT0016788,DH008048,SP0119,256,285000.0,0.0
CT0016789,DH003424,SP0110,7,51000.0,0.0
CT0016790,DH003424,SP0067,9,15000.0,0.1
CT0016791,DH003265,SP0149,293,1399000.0,0.0
CT0016792,DH003265,SP0039,236,19000.0,0.0
CT0016793,DH003265,SP0037,274,202000.0,0.15
CT0016794,DH003265,SP0133,238,255000.0,0.05
CT0016795,DH003265,SP0080,225,203000.0,0.0
CT0016796,DH003265,,228,1008000.0,0.15
CT0016797,DH003265,SP0017,284,50000.0,0.15
CT0016798,DH009318,SP0163,5,172900.0,0.0
CT0016799,DH009318,SP0127,9,28100.0,0.0
CT0016800,DH003577,,7,85200.0,0.0
CT0016801,DH003577,SP0029,2,294700.0,0.1
CT0016802,DH000863,SP0184,8,276100.0,0.0
CT0016803,DH000863,SP0041,1,1422400.0,0.0
CT0016804,DH000863,SP0216,7,112300.0,0.15
CT0016805,DH002129,SP0145,2,189000.0,0.0
CT0016806,DH002129,SP0216,4,101000.0,0.1
CT0016807,DH002129,SP0041,1,1377000.0,0.15
CT0016808,DH009460,SP0084,156,187000.0,0.15
CT0016809,DH009460,SP0007,199,262000.0,0.15
CT0016810,DH009460,SP0182,231,150000.0,0.0
CT0016811,DH007356,SP0161,304,127000.0,0.1
CT0016812,DH007356,SP0196,231,172000.0,0.1
CT0016813,DH007356,SP0032,64,243000.0,0.0
CT0016814,DH007356,SP0199,223,165000.0,0.15
CT0016815,DH007356,SP0209,125,146000.0,0.0
CT0016816,DH007356,SP0115,275,27000.0,0.0
CT0016817,DH007356,SP0158,316,185000.0,0.1
CT0016818,DH003882,SP0124,220,96000.0,0.15
CT0016819,DH003882,SP0092,180,41000.0,0.0
CT0016820,DH003882,SP0200,248,523000.0,0.0
CT0016821,DH003882,SP0165,229,30000.0,0.0
CT0016822,DH000618,SP0026,2,118000.0,0.05
CT0016823,DH000618,SP0215,1,112000.0,0.1
CT0016824,DH000618,SP0035,10,1000000.0,0.15
CT0016825,DH004592,SP0073,6,135000.0,0.05
CT0016826,DH004592,SP0151,2,242000.0,0.1
CT0016827,DH004862,SP0053,65,288000.0,0.0
CT0016828,DH004862,SP0066,270,572000.0,0.1
CT0016829,DH004862,SP0030,56,1105000.0,0.05
CT0016830,DH002203,,12,238000.0,0.0
CT0016831,DH000503,SP0140,5,295000.0,0.05
CT0016832,DH000503,SP0196,2,172000.0,0.0
CT0016833,DH000503,SP0086,7,229000.0,0.05
CT0016834,DH010661,SP0120,8,174000.0,0.1
CT0016835,DH008033,SP0124,209,96000.0,0.0
CT0016836,DH008033,SP0002,266,33000.0,0.0
CT0016837,DH008033,,171,54000.0,0.0
CT0016838,DH008033,SP0084,170,187000.0,0.05
CT0016839,DH008033,SP0182,112,150000.0,0.0
CT0016840,DH008033,SP0136,151,1019000.0,0.1
CT0016841,DH007097,SP0084,8,187000.0,0.1
CT0016842,DH007097,SP0183,2,170000.0,0.0
CT0016843,DH007097,SP0165,6,30000.0,0.15
CT0016844,DH007887,SP0129,12,269000.0,0.0
CT0016845,DH007789,SP0105,10,219000.0,0.05
CT0016846,DH006349,SP0019,94,197000.0,0.15
CT0016847,DH006349,SP0129,151,269000.0,0.05
CT0016848,DH006349,SP0092,167,41000.0,0.05
CT0016849,DH006349,SP0096,230,54000.0,0.05
CT0016850,DH002299,SP0113,1,216000.0,0.0
CT0016851,DH002299,SP0157,5,340000.0,0.0
CT0016852,DH002299,SP0170,2,294000.0,0.05
CT0016853,DH009812,SP0192,2,579000.0,0.0
CT0016854,DH009812,SP0098,7,138000.0,0.0
CT0016855,DH009812,SP9012,6,212000.0,0.0
CT0016856,DH005189,SP0082,246,1015000.0,0.1
CT0016857,DH005189,SP0038,155,1190000.0,0.15
CT0016858,DH005189,SP0197,291,943000.0,0.1
CT0016859,DH005189,SP9008,289,213000.0,0.05
CT0016860,DH005189,SP0036,224,274000.0,0.05
CT0016861,DH005189,SP0109,155,1045000.0,0.1
CT0016862,DH005189,SP0216,159,101000.0,0.1
CT0016863,DH005189,SP0155,251,300000.0,0.1
CT0016864,DH011565,SP0014,94,763000.0,0.1
CT0016865,DH011565,SP0120,294,174000.0,0.0
CT0016866,DH011565,SP0143,175,174000.0,0.0
CT0016867,DH010241,SP0030,271,1105000.0,0.15
CT0016868,DH010241,SP0196,214,172000.0,0.05
CT0016869,DH010241,SP0063,137,108000.0,0.15
CT0016870,DH010241,SP0127,60,37000.0,0.0
CT0016871,DH010241,SP0152,283,231000.0,0.1
CT0016872,DH003114,SP0011,9,36000.0,0.0
CT0016873,DH003114,SP0054,5,175000.0,0.0
CT0016874,DH003780,SP0062,2,286800.0,0.0
CT0016875,DH005756,SP0095,242,117000.0,0.15
CT0016876,DH005756,SP0092,270,41000.0,0.05
CT0016877,DH005756,SP0125,63,289000.0,0.0
CT0016878,DH009880,SP0057,206,306000.0,0.0
CT0016879,DH009880,SP0004,206,224000.0,0.0
CT0016880,DH009880,SP0176,242,172000.0,0.0
CT0016881,DH009880,SP0169,138,922000.0,0.05
CT0016882,DH009880,SP0121,61,228000.0,0.15
CT0016883,DH009880,SP0130,264,331000.0,0.15
CT0016884,DH009880,SP0079,208,27000.0,0.0
CT0016885,DH003703,SP0039,1,16900.0,0.0
CT0016886,DH001816,SP0012,3,163200.0,0.0
CT0016887,DH000437,SP0146,4,134000.0,0.15
CT0016888,DH011784,SP0070,5,200000.0,0.0
CT0016889,DH011784,SP0014,8,763000.0,0.0
CT0016890,DH004613,SP0220,4,54000.0,0.1
CT0016891,DH001657,SP0065,3,930000.0,0.15
CT0016892,DH001657,SP0125,8,289000.0,0.1
CT0016893,DH011795,SP0034,2,279000.0,0.1
CT0016894,DH011414,SP0167,253,38000.0,0.15
CT0016895,DH011414,SP0183,198,170000.0,0.0
CT0016896,DH011414,SP0212,260,306000.0,0.0
CT0016897,DH011414,SP9012,284,40000.0,0.0
CT0016898,DH011414,SP0164,132,879000.0,0.15
CT0016899,DH011414,SP0213,290,31000.0,0.0
CT0016900,DH003770,SP0098,264,138000.0,0.05
CT0016901,DH003770,SP0013,177,136000.0,0.0
CT0016902,DH003770,SP0173,200,169000.0,0.0
CT0016903,DH003770,SP0099,100,254000.0,0.0
CT0016904,DH003770,SP0111,103,52000.0,0.0
CT0016905,DH003770,SP0016,237,978000.0,0.15
CT0016906,DH003770,SP0115,153,27000.0,0.15
CT0016907,DH000557,SP0057,6,306000.0,0.0
CT0016908,DH000557,SP0068,10,48000.0,0.05
CT0016909,DH000557,SP0135,6,1123000.0,0.0
CT0016910,DH008940,SP0085,10,135000.0,0.1
CT0016911,DH008940,SP0215,1,112000.0,0.0
CT0016912,DH008940,SP0126,6,127000.0,0.1
CT0016913,DH006261,SP9013,170,1190000.0,0.15
CT0016914,DH006261,SP0109,110,1045000.0,0.05
CT0016915,DH006261,SP0165,63,30000.0,0.05
CT0016916,DH006261,SP0150,294,228000.0,0.0
CT0016917,DH007168,SP0016,259,978000.0,0.15
CT0016918,DH007168,SP0019,84,197000.0,0.15
CT0016919,DH007168,SP0113,69,216000.0,0.1
CT0016920,DH007168,SP0215,136,112000.0,0.1
CT0016921,DH007168,SP0156,109,138000.0,0.05
CT0016922,DH007168,SP0134,220,197000.0,0.0
CT0016923,DH007168,SP0162,319,196000.0,0.15
CT0016924,DH007168,SP0040,238,258000.0,0.0
CT0016925,DH009042,SP0137,229,1093000.0,0.05
CT0016926,DH009042,SP0086,260,229000.0,0.1
CT0016927,DH009042,SP0160,124,91000.0,0.0
CT0016928,DH009042,SP0185,131,25000.0,0.0
CT0016929,DH002155,SP0110,69,51000.0,0.15
CT0016930,DH002155,SP0217,74,291000.0,0.05
CT0016931,DH002155,SP0179,159,278000.0,0.0
CT0016932,DH011376,SP0168,4,24800.0,0.1
CT0016933,DH011376,SP0025,3,25900.0,0.0
CT0016934,DH009588,SP0107,3,246100.0,0.1
CT0016935,DH006798,SP0098,218,138000.0,0.0
CT0016936,DH006798,SP0196,259,172000.0,0.0
CT0016937,DH006798,SP0087,234,231000.0,0.1
CT0016938,DH006798,SP0131,286,38000.0,0.1
CT0016939,DH008012,SP0217,7,291000.0,0.0
CT0016940,DH008012,SP0013,1,136000.0,0.15
CT0016941,DH010123,SP0140,7,303400.0,0.0
CT0016942,DH010123,SP0037,8,210100.0,0.15
CT0016943,DH011921,SP0175,179,26000.0,0.1
CT0016944,DH011921,SP0154,145,31000.0,0.0
CT0016945,DH011921,SP0020,140,125000.0,0.1
CT0016946,DH011921,SP0189,175,164000.0,0.1
CT0016947,DH011921,SP0050,122,786000.0,0.0
CT0016948,DH011921,SP0206,206,48000.0,0.0
CT0016949,DH003725,SP0120,10,174000.0,0.0
CT0016950,DH003725,SP0020,10,125000.0,0.1
CT0016951,DH003725,SP0136,2,1019000.0,0.15
CT0016952,DH010162,SP0137,8,1093000.0,0.05
CT0016953,DH010162,SP0002,7,33000.0,0.0
CT0016954,DH007619,SP0066,52,572000.0,0.15
CT0016955,DH007619,SP0092,293,41000.0,0.15
CT0016956,DH007619,SP0181,159,852000.0,0.0
CT0016957,DH007619,SP0133,328,255000.0,0.1
CT0016958,DH007619,SP0189,186,164000.0,0.0
CT0016959,DH006719,SP0021,4,46000.0,0.05
CT0016960,DH002215,SP0018,3,1029000.0,0.0
CT0016961,DH002215,SP0038,2,1190000.0,0.05
CT0016962,DH000349,SP0093,76,1218000.0,0.0
CT0016963,DH000349,SP0115,153,27000.0,0.0
CT0016964,DH000349,SP0101,215,375000.0,0.05
CT0016965,DH000349,SP0155,96,300000.0,0.15
CT0016966,DH001875,SP0152,189,231000.0,0.0
CT0016967,DH001875,SP0141,95,103000.0,0.0
CT0016968,DH001875,SP0211,268,265000.0,0.0
CT0016969,DH001875,SP0092,83,41000.0,0.1
CT0016970,DH001875,SP0098,322,138000.0,0.1
CT0016971,DH000886,SP0082,76,945000.0,0.0
CT0016972,DH000886,SP0054,112,142700.0,0.0
CT0016973,DH000886,SP0197,74,826800.0,0.15
CT0016974,DH000886,SP0083,285,53800.0,0.1
CT0016975,DH000886,SP0209,131,120600.0,0.0
CT0016976,DH000886,SP0065,151,818500.0,0.05
CT0016977,DH000886,SP0210,283,19700.0,0.0
CT0016978,DH006684,SP0050,6,786000.0,0.0
CT0016979,DH006684,SP0039,6,19000.0,0.0
CT0016980,DH010076,SP0012,215,210000.0,0.0
CT0016981,DH010076,SP0182,55,150000.0,0.1
CT0016982,DH010076,SP0068,57,48000.0,0.0
CT0016983,DH005275,SP0057,93,306000.0,0.0
CT0016984,DH005275,SP0023,237,215000.0,0.0
CT0016985,DH005275,SP0009,125,521000.0,0.05
CT0016986,DH005275,SP0198,145,23000.0,0.0
CT0016987,DH005275,SP0010,229,1008000.0,0.05
CT0016988,DH004788,SP0153,223,232900.0,0.0
CT0016989,DH004788,SP0023,77,227400.0,0.15
CT0016990,DH004788,SP0120,338,155100.0,0.1
CT0016991,DH004788,SP0028,343,166900.0,0.0
CT0016992,DH004788,,300,262500.0,0.05
CT0016993,DH004788,SP0089,300,166300.0,0.1
CT0016994,DH005200,SP0027,190,93000.0,0.0
CT0016995,DH005200,SP0122,237,150000.0,0.1
CT0016996,DH005200,SP0039,88,19000.0,0.05
CT0016997,DH005200,,93,38000.0,0.0
CT0016998,DH005200,SP0078,82,213000.0,0.1
CT0016999,DH005200,SP0211,300,265000.0,0.1
CT0017000,DH005200,SP0022,230,1403000.0,0.05
CT0017001,DH005200,SP0037,215,202000.0,0.0
CT0017002,DH010893,SP0060,143,27200.0,0.0
CT0017003,DH010893,SP0055,297,239900.0,0.15
CT0017004,DH010893,SP0015,208,102600.0,0.05
CT0017005,DH010893,SP0109,247,920400.0,0.05
CT0017006,DH008595,SP0062,6,326000.0,0.0
CT0017007,DH010778,SP0181,282,852000.0,0.0
CT0017008,DH010778,SP0036,325,274000.0,0.0
CT0017009,DH010778,SP0002,285,33000.0,0.05
CT0017010,DH010778,SP0179,239,278000.0,0.05
CT0017011,DH006800,SP0169,293,763600.0,0.15
CT0017012,DH006800,SP0126,57,107800.0,0.0
CT0017013,DH006800,SP0117,72,36400.0,0.0
CT0017014,DH000669,SP0012,6,210000.0,0.15
CT0017015,DH000669,SP0142,2,595000.0,0.05
CT0017016,DH000669,SP0089,3,207000.0,0.15
CT0017017,DH006784,SP0070,12,200000.0,0.1
CT0017018,DH006784,SP0140,5,295000.0,0.0
CT0017019,DH006784,SP0141,2,103000.0,0.0
CT0017020,DH011060,SP9004,9,38000.0,0.0
CT0017021,DH011060,SP0147,7,93000.0,0.0
CT0017022,DH011060,SP0111,1,52000.0,0.0
CT0017023,DH001329,SP0174,6,855000.0,0.15
CT0017024,DH004517,SP0202,211,478000.0,0.0
CT0017025,DH004517,,151,572000.0,0.0
CT0017026,DH004517,SP0006,280,1160000.0,0.0
CT0017027,DH004517,SP0190,283,39000.0,0.0
CT0017028,DH004517,SP0099,315,254000.0,0.1
CT0017029,DH004517,SP0007,60,262000.0,0.0
CT0017030,DH010050,SP0141,1,103000.0,0.1
CT0017031,DH010050,SP0157,2,340000.0,0.0
CT0017032,DH010050,SP0087,8,231000.0,0.15
CT0017033,DH006026,SP0128,6,263000.0,0.0
CT0017034,DH002041,SP0180,7,1173700.0,0.0
CT0017035,DH002041,SP0064,3,171700.0,0.1
CT0017036,DH009561,SP0046,180,37300.0,0.05
CT0017037,DH009561,,131,978500.0,0.0
CT0017038,DH009561,SP0042,73,195900.0,0.0
CT0017039,DH009561,SP0085,100,107100.0,0.0
CT0017040,DH009561,SP0004,222,168900.0,0.0
CT0017041,DH009561,SP0089,209,157200.0,0.15
CT0017042,DH009561,,135,89200.0,0.0
CT0017043,DH003696,SP0147,6,93000.0,0.0
CT0017044,DH007505,SP0070,8,200000.0,0.15
CT0017045,DH007505,SP0076,3,112000.0,0.0
CT0017046,DH007505,SP0071,5,900000.0,0.0
CT0017047,DH011575,SP0087,169,231000.0,0.0
CT0017048,DH011575,SP0188,164,191000.0,0.0
CT0017049,DH011575,SP0128,246,263000.0,0.0
CT0017050,DH011575,SP0163,292,207000.0,0.0
CT0017051,DH011575,SP0150,281,228000.0,0.15
CT0017052,DH001968,SP0042,2,198700.0,0.0
CT0017053,DH001968,SP0212,9,263300.0,0.0
CT0017054,DH001968,SP0182,9,139400.0,0.15
CT0017055,DH011877,SP0171,59,29000.0,0.05
CT0017056,DH011877,,120,260000.0,0.0
CT0017057,DH011877,SP0057,185,273800.0,0.0
CT0017058,DH011877,SP0139,246,210300.0,0.15
CT0017059,DH001382,SP0214,71,38000.0,0.15
CT0017060,DH001382,SP0045,184,262200.0,0.0
CT0017061,DH001382,SP0156,315,106300.0,0.0
CT0017062,DH001382,SP0012,292,192000.0,0.0
CT0017063,DH001382,SP0060,275,22200.0,0.0
CT0017064,DH001382,SP0035,159,1124700.0,0.15
CT0017065,DH009966,SP0061,5,251000.0,0.05
CT0017066,DH009966,SP0190,7,39000.0,0.0
CT0017067,DH009130,SP0117,3,42000.0,0.05
CT0017068,DH002367,SP0169,9,922000.0,0.15
CT0017069,DH002367,SP0188,8,191000.0,0.15
CT0017070,DH003771,SP0162,12,196000.0,0.05
CT0017071,DH003771,SP0085,4,135000.0,0.0
CT0017072,DH009491,SP0108,278,172000.0,0.0
CT0017073,DH009491,SP0007,160,262000.0,0.0
CT0017074,DH009491,SP0095,276,117000.0,0.0
CT0017075,DH009491,SP0170,227,294000.0,0.0
CT0017076,DH009491,SP0122,85,150000.0,0.1
CT0017077,DH005669,SP0085,144,135000.0,0.1
CT0017078,DH005669,SP0003,261,59000.0,0.15
CT0017079,DH005669,SP0185,299,25000.0,0.0
CT0017080,DH005669,SP0200,151,523000.0,0.15
CT0017081,DH002536,SP0044,2,1148600.0,0.05
CT0017082,DH002536,SP0085,1,139500.0,0.15
CT0017083,DH002536,SP0198,3,18200.0,0.0
CT0017084,DH002198,SP0210,6,25000.0,0.15
CT0017085,DH002198,SP0091,3,59000.0,0.05
CT0017086,DH002198,SP0168,8,27000.0,0.0
CT0017087,DH002424,,4,103800.0,0.0
CT0017088,DH002424,SP0175,5,23900.0,0.0
CT0017089,DH005298,SP0194,99,188000.0,0.05
CT0017090,DH005298,SP0034,302,279000.0,0.0
CT0017091,DH005298,SP0042,261,226000.0,0.0
CT0017092,DH005298,SP9006,287,595000.0,0.0
CT0017093,DH009537,SP0048,8,43700.0,0.0
CT0017094,DH002028,SP0033,127,128000.0,0.1
CT0017095,DH002028,SP0201,123,967000.0,0.0
CT0017096,DH002028,SP0008,214,1434000.0,0.0
CT0017097,DH002028,SP0078,61,213000.0,0.0
CT0017098,DH010300,SP0056,5,45400.0,0.0
CT0017099,DH010300,SP0077,7,170100.0,0.0
CT0017100,DH009782,SP0128,10,232100.0,0.0
CT0017101,DH006289,SP0019,9,197000.0,0.0
CT0017102,DH006289,SP0127,5,37000.0,0.0
CT0017103,DH006289,SP0040,4,258000.0,0.0
CT0017104,DH001041,SP0115,252,27000.0,0.15
CT0017105,DH001041,SP0043,117,252000.0,0.0
CT0017106,DH001041,SP0175,111,26000.0,0.05
CT0017107,DH001041,,148,1160000.0,0.0
CT0017108,DH001041,SP0068,213,48000.0,0.1
CT0017109,DH001041,SP0137,259,1093000.0,0.0
CT0017110,DH008628,SP0174,254,695900.0,0.1
CT0017111,DH008628,SP0095,123,90200.0,0.1
CT0017112,DH008628,SP0147,105,81500.0,0.15
CT0017113,DH008628,SP0155,252,268900.0,0.05
CT0017114,DH008628,SP0079,139,23900.0,0.1
CT0017115,DH004650,SP0094,247,152600.0,0.15
CT0017116,DH004650,SP0095,241,131200.0,0.15
CT0017117,DH004650,SP0153,281,177100.0,0.1
CT0017118,DH004650,SP0142,114,511400.0,0.0
CT0017119,DH004650,SP0127,297,32000.0,0.0
CT0017120,DH004650,SP0112,332,164800.0,0.0
CT0017121,DH006273,SP0130,8,331000.0,0.0
CT0017122,DH001161,SP0109,3,1045000.0,0.0
CT0017123,DH010765,SP0197,2,943000.0,0.05
CT0017124,DH010765,SP0156,12,138000.0,0.0
CT0017125,DH006399,SP0130,267,331000.0,0.0
CT0017126,DH006399,SP0048,240,54000.0,0.0
CT0017127,DH006399,SP0172,263,803000.0,0.05
CT0017128,DH003746,SP0074,219,1255000.0,0.0
CT0017129,DH003746,SP0149,152,1399000.0,0.15
CT0017130,DH003746,SP0083,156,60000.0,0.0
CT0017131,DH003746,SP0217,112,291000.0,0.15
CT0017132,DH003746,SP0103,66,255000.0,0.05
CT0017133,DH003746,SP0180,159,1328000.0,0.15
CT0017134,DH003746,SP0099,99,254000.0,0.0
CT0017135,DH003746,SP0172,254,803000.0,0.15
CT0017136,DH000093,SP0021,154,46000.0,0.0
CT0017137,DH000093,SP0061,308,251000.0,0.0
CT0017138,DH000093,SP0187,192,258000.0,0.15
CT0017139,DH000093,SP0016,107,978000.0,0.0
CT0017140,DH000093,SP0149,230,1399000.0,0.1
CT0017141,DH007846,SP0212,218,306000.0,0.0
CT0017142,DH007846,SP0124,209,96000.0,0.0
CT0017143,DH007846,SP0207,69,26000.0,0.1
CT0017144,DH007846,SP0154,123,31000.0,0.15
CT0017145,DH007846,SP0197,126,943000.0,0.0
CT0017146,DH002324,SP0083,5,63400.0,0.1
CT0017147,DH002324,SP0174,6,717800.0,0.0
CT0017148,DH008451,SP0011,208,36000.0,0.0
CT0017149,DH008451,SP0095,71,117000.0,0.0
CT0017150,DH008451,SP0121,208,228000.0,0.05
CT0017151,DH008451,SP0208,128,145000.0,0.0
CT0017152,DH008451,SP0090,202,855000.0,0.0
CT0017153,DH008451,SP0070,158,200000.0,0.15
CT0017154,DH005084,SP0045,3,232000.0,0.0
CT0017155,DH006331,SP0153,232,212000.0,0.05
CT0017156,DH006331,SP0085,290,135000.0,0.05
CT0017157,DH006331,SP0018,181,1029000.0,0.0
CT0017158,DH006331,SP0190,69,39000.0,0.05
CT0017159,DH006331,,263,295000.0,0.0
CT0017160,DH006331,SP0096,140,54000.0,0.0
CT0017161,DH006331,SP0170,262,294000.0,0.15
CT0017162,DH006331,SP0144,210,231000.0,0.1
